"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x75541946","x1162170364169990145",2019-08-16 01:13:01,"LaraLeaTrump","#AmericaFirst – @LynnePatton: Were doing better under @realDonaldTrump. Unemployment is at an all-time low. The pre… https://t.co/tGo230iJnv","Twitter for iPhone",,,,,FALSE,TRUE,0,1092,,,"AmericaFirst",,,,,,,,,,,,,"x26487169 x25413556 x25073877","LouDobbs LynnePatton realDonaldTrump","en",,,,,,,,,,,,,,,,"x1162160435895910400","#AmericaFirst – @LynnePatton: Were doing better under @realDonaldTrump. Unemployment is at an all-time low. The pre… https://t.co/tGo230iJnv",2019-08-16 00:33:34,"Twitter Web App",2619,1092,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1162170364169990145","Lara Trump","New York City","NC girl in NYC #MAGA","https://t.co/XjVAWvUQuR",FALSE,602243,478,1837,3337,5825,2009-09-19 12:49:26,TRUE,"https://t.co/XjVAWvUQuR","http://www.donaldjtrump.com",,"https://pbs.twimg.com/profile_banners/75541946/1535755233","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1035658620246077440/ZDmmMCxQ_normal.jpg"
"x41634520","x1166164678147366912",2019-08-27 01:45:00,"seanhannity","Why don’t Millennials think patriotism is very important? @LawrenceBJones3 and @conservmillen join us with analysis… https://t.co/OvSmMzCbDF","TweetDeck",,,,,FALSE,FALSE,944,253,,,,,"twitter.com/i/web/status/1…","https://t.co/OvSmMzCbDF","https://twitter.com/i/web/status/1166164678147366912",,,,,,,,,"x85985754 x704391334128394240","LawrenceBJones3 conservmillen","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1166164678147366912","Sean Hannity","NYC","TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements! Due to hackings, no DM’s!","https://t.co/gEpXK0qpWl",FALSE,4216856,4,19179,499,106,2009-05-21 17:41:12,TRUE,"https://t.co/gEpXK0qpWl","http://hannity.com",,"https://pbs.twimg.com/profile_banners/41634520/1398970584","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000709183776/6273b31aa1836ac86426478aaa82a597_normal.jpeg"
"x4121225056","x1166093044812324865",2019-08-26 21:00:21,"CLewandowski_","Given that he (Corey) is essentially a down-ballot version of Trump, Lewandowski may be the best candidate to make… https://t.co/ltkUHQtvrc","Twitter for iPhone",,,,,FALSE,FALSE,803,185,,,,,"twitter.com/i/web/status/1…","https://t.co/ltkUHQtvrc","https://twitter.com/i/web/status/1166093044812324865",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1166093044812324865","Corey R. Lewandowski","Washington, DC","TV Commentator, Campaign Manager Donald J. Trump for President 2016, 2X NYTimes Best Selling Author. Potential US Senate candidate in NH","https://t.co/DKEEYIPuND",FALSE,416227,51,2340,2438,322,2015-11-05 18:19:17,TRUE,"https://t.co/DKEEYIPuND","http://www.roughrider.media",,"https://pbs.twimg.com/profile_banners/4121225056/1525173964","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1164917635118747648/CWr4Ws2J_normal.jpg"
"x2908170952","x1166206160854114304",2019-08-27 04:29:50,"DiamondandSilk","Just returned to Washington from France and the very successful G-7, only to find that the Fake News is still tryin… https://t.co/gZKS1nx9lk","Twitter Web Client",,,,,FALSE,TRUE,0,11355,,,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,"x1166176076952940544","Just returned to Washington from France and the very successful G-7, only to find that the Fake News is still tryin… https://t.co/gZKS1nx9lk",2019-08-27 02:30:17,"Twitter for iPhone",49523,11355,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1166206160854114304","Diamond and Silk®","United States","President Donald J Trump's Most Loyal Supporters. Host of D&S Chit Chat Live. Vloggers, Fox Nation Host, Public Figures & Speakers. 
https://t.co/17S7rQtlYU","https://t.co/xdbTGlyGDv",FALSE,1216044,47,3177,10925,3295,2014-12-06 18:49:06,TRUE,"https://t.co/xdbTGlyGDv","http://www.DiamondandSilk.com",,"https://pbs.twimg.com/profile_banners/2908170952/1486302134","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/982586846390751232/fuZ_Z1fz_normal.jpg"
"x34852681","x1163467162880806912",2019-08-19 15:06:02,"KatrinaCampins","When you try to get your baby to nap on vacation but he discovers a landline phone and won’t let go of it, so you d… https://t.co/usXUDI9HKv","Twitter for iPhone",,,,,FALSE,FALSE,22,0,,,,,"twitter.com/i/web/status/1…","https://t.co/usXUDI9HKv","https://twitter.com/i/web/status/1163467162880806912",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/b631437cf2f16804.json","Bahamas","Bahamas","country","Bahamas","BS","NA NA","NA NA","-80.4756102 -72.7122759 -72.7122759 -80.4756102 20.9122628 20.9122628 27.2376712 27.2376712","https://twitter.com/NA/status/1163467162880806912","KATRINA CAMPINS","Peace Within","Real Estate Mogul/TV Personality over $1 Billion SOLD! 1st Season: Trump’s “The Apprentice” + E! Hot Listings Miami + Fox News + Donald Trump's Surrogate","https://t.co/mJCPNMutiL",FALSE,218287,1929,954,13518,1832,2009-04-24 04:57:12,TRUE,"https://t.co/mJCPNMutiL","http://WWW.CAMPINSCO.COM",,"https://pbs.twimg.com/profile_banners/34852681/1561010792","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1069800602425733120/w8NUBS8D_normal.jpg"
"x25429371","x1166187069422501888",2019-08-27 03:13:58,"KatrinaPierson","This should terrify everyone. Big Tech is not our friend. 

https://t.co/hCycLlgtj3","Twitter for iPhone",,,,,FALSE,TRUE,0,938,,,,,"fastcompany.com/90394048/uh-oh…","https://t.co/hCycLlgtj3","https://www.fastcompany.com/90394048/uh-oh-silicon-valley-is-building-a-chinese-style-social-credit-system",,,,,,,,,"x21784951","Surabees","en",,,,,,,,,,,,,,,,"x1166127313945288705","This should terrify everyone. Big Tech is not our friend. 

https://t.co/hCycLlgtj3",2019-08-26 23:16:31,"Twitter Web App",1450,938,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1166187069422501888","Katrina Pierson","Washington, DC","Sr. Advisor @TeamTrump 2020 - 2016 Campaign Spox @realDonaldTrump aka @POTUS - Inventor Snap: snapKatPierson1 DAL <U+2708><U+FE0F> DCA <U+0001F1FA><U+0001F1F8>@BookCameo","https://t.co/pvs5wP8FBp",FALSE,503965,2275,3238,50095,7007,2009-03-20 01:25:06,TRUE,"https://t.co/pvs5wP8FBp","https://www.katrinapierson.com",,"https://pbs.twimg.com/profile_banners/25429371/1559870623","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1163986356282036226/xuv7_9bV_normal.jpg"
"x15513604","x1062017008315830273",2018-11-12 16:19:20,"foxandfriends","After the Show Show: @jrodfromoz explains what inspired his song, “Old Glory” https://t.co/tVHHvk9kaZ","Twitter Web Client",,,,,FALSE,FALSE,891,248,,,,,"bit.ly/2PScyvh","https://t.co/tVHHvk9kaZ","http://bit.ly/2PScyvh",,,,,,,,,"x32378913","jrodfromoz","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1062017008315830273","FOX & friends","New York City","America's #1 cable morning news show","https://t.co/xg790NQUNl",FALSE,1338514,1077,8268,93871,5454,2008-07-21 10:50:09,TRUE,"https://t.co/xg790NQUNl","http://foxandfriends.com",,"https://pbs.twimg.com/profile_banners/15513604/1525188938","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/952249840884383744/8Xp95_Ip_normal.jpg"
"x108471631","x954801265732661248",2018-01-20 19:42:15,"MELANIATRUMP","This has been a year filled with many wonderful moments. I’ve enjoyed the people I’ve been lucky enough to meet thr… https://t.co/GP3Md2LfVM","Twitter Web Client",,,,,FALSE,TRUE,0,12222,,,,,,,,,,,,,,,,"x818876014390603776","FLOTUS","en",,,,,,,,,,,,,,,,"x954748876887592960","This has been a year filled with many wonderful moments. I’ve enjoyed the people I’ve been lucky enough to meet thr… https://t.co/GP3Md2LfVM",2018-01-20 16:14:05,"Twitter for iPhone",79884,12222,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/954801265732661248","MELANIA TRUMP","New York City","The official profile for Melania Trump",,FALSE,1086304,54,3423,1389,1,2010-01-26 01:48:43,TRUE,,,,"https://pbs.twimg.com/profile_banners/108471631/1431540397","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/726781589192069126/zg456hZZ_normal.jpg"
"x246500501","x1165972976770179072",2019-08-26 13:03:15,"GeraldoRivera","The anti @realDonaldTrump media mob must get a memo. First it was 2 years of #RussiaHoax. Then, he was a… https://t.co/aOYh83DJka","Twitter Web App",,,,,FALSE,FALSE,392,107,,,"RussiaHoax",,"twitter.com/i/web/status/1…","https://t.co/aOYh83DJka","https://twitter.com/i/web/status/1165972976770179072",,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1165972976770179072","Geraldo Rivera","New York City","loving husband and dad, loyal friend, fierce enemy, patriot, kick ass reporter, proud JewRican","https://t.co/S2mJWiBvw9",FALSE,298643,861,2324,10538,849,2011-02-02 22:17:56,TRUE,"https://t.co/S2mJWiBvw9","http://geraldo.com",,"https://pbs.twimg.com/profile_banners/246500501/1511818449","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/565927841381253120/-iHS2dYA_normal.jpeg"
"x14839147","x1166136721085517832",2019-08-26 23:53:54,"ericbolling","I just sat down with @VP Pence for an exclusive 1 on 1 from Greenville, SC. 
I asked about:
- China Trade
- Russia… https://t.co/zqbVF4Ib9Z","Twitter for iPhone",,,,,FALSE,FALSE,444,81,,,,,"twitter.com/i/web/status/1…","https://t.co/zqbVF4Ib9Z","https://twitter.com/i/web/status/1166136721085517832",,,,,,,,,"x818910970567344128","VP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1166136721085517832","Eric Bolling<U+0001F1FA><U+0001F1F8>","DC ","Host: “AMERICA <U+0001F1FA><U+0001F1F8> This Week” (Sinclair Broadcast) & “AMericA” (BlazeTV<U+0001F525>) *NYT Bestsellers ""The Swamp"" & “Wake Up America” Contact me: EBpublicist@gmail.com","https://t.co/l7cB6xeroe",FALSE,1112124,843,4952,32479,20,2008-05-19 23:36:04,TRUE,"https://t.co/l7cB6xeroe","http://ericbolling.com",,"https://pbs.twimg.com/profile_banners/14839147/1565976796","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1157719913475301377/Andl76Uy_normal.jpg"
"x316865635","x1100487622084808704",2019-02-26 20:07:49,"MarkBurnettTV","ESPN Inks Exclusive Rights Deal With PFL Mixed-Martial Arts League: https://t.co/8MLmI5qctT","Twitter Web Client",,,,,FALSE,FALSE,25,6,,,,,"variety.com/2019/digital/n…","https://t.co/8MLmI5qctT","https://variety.com/2019/digital/news/espn-pfl-mma-tv-deal-1203149007/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=bottom&utm_id=1203149007",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1100487622084808704","Mark Burnett","Los Angeles","Official Mark Burnett Twitter Page - Taking you backstage and behind the scenes of some of the biggest hits on TV.",,FALSE,223555,499,1426,2729,31,2011-06-14 02:36:07,TRUE,,,,"https://pbs.twimg.com/profile_banners/316865635/1450120694","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/623997267582693376/-C5wUdb5_normal.jpg"
"x26829777","x1166148896340566016",2019-08-27 00:42:17,"garyplayer","""From powdery sand, you want a 'poof.' From coarser sand, it should sound like you're tearing a linen sheet in half… https://t.co/Y7Q2fQwxf4","Twitter for iPhone",,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x1927620024","GPGolfAcademy","en",,,,,,,,,,,,,,,,"x1166139517599985664","""From powdery sand, you want a 'poof.' From coarser sand, it should sound like you're tearing a linen sheet in half… https://t.co/Y7Q2fQwxf4",2019-08-27 00:05:01,"LaterMedia",16,2,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1166148896340566016","Gary Player","A Global Brand","The Black Knight, Grand Slam Golfer, Philanthropist, Course Designer & Fitness Fanatic. https://t.co/azQ3lGbXn6","https://t.co/66N4vOMM1L",FALSE,403443,2998,1990,26083,3822,2009-03-26 19:40:53,TRUE,"https://t.co/66N4vOMM1L","http://garyplayer.com",,"https://pbs.twimg.com/profile_banners/26829777/1489748603","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1097028105/gp_3_normal.jpg"
